109, -1, 19, 29, 4, 1
118, -1, 24, 30, 2, 0
99, -2, 19, 27, 1, 2
103, 2, 22, 22, 3, 0
106, -1, 21, 24, 1, 0
112, 2, 18, 29, 5, 1
112, 2, 26, 21, 2, 0
116, -1, 18, 26, 2, 0
106, 3, 24, 18, 2, 0
108, -1, 12, 23, 2, 0
109, 2, 16, 25, 4, 0
113, 1, 19, 27, 4, 1
120, -1, 20, 32, 2, 0
112, -1, 28, 21, 0, 1
112, 1, 17, 26, 3, 0
127, 1, 22, 34, 4, 0
112, 2, 17, 32, 3, 0
106, 2, 22, 23, 3, 0
117, 3, 22, 26, 4, 0
111, -1, 21, 25, 2, 0
105, -1, 12, 26, 2, 0
144, -1, 23, 56, 5, 0
128, 1, 27, 35, 2, 0
117, -1, 25, 29, 1, 1
125, -1, 21, 33, 5, 1
128, -1, 29, 30, 3, 1
131, -1, 26, 39, 5, 1
116, 2, 23, 24, 2, 1
119, 2, 22, 23, 3, 1
131, -1, 24, 32, 5, 3
107, -1, 18, 22, 1, 1
141, 1, 25, 56, 4, 0
127, -1, 24, 34, 3, 2
107, 2, 19, 29, 3, 0
105, 2, 19, 19, 1, 0
106, 3, 26, 23, 2, 0
117, 1, 26, 31, 4, 0
132, 1, 23, 38, 3, 0
108, 2, 17, 24, 2, 1
124, 1, 26, 33, 2, 0
126, 1, 27, 31, 3, 1
118, 1, 19, 29, 3, 0
123, 2, 19, 33, 3, 0
126, 2, 17, 45, 5, 0
135, 2, 23, 39, 8, 1
120, 1, 18, 25, 3, 1
126, 2, 22, 27, 7, 2
121, 2, 21, 26, 5, 0
125, -1, 28, 31, 3, 1
109, -1, 21, 21, 1, 1
140, 1, 19, 39, 6, 2
111, 2, 16, 28, 3, 0
128, 2, 18, 37, 4, 0
123, 3, 20, 29, 7, 1
115, 3, 22, 22, 4, 0
111, -1, 22, 27, 0, 0
105, -2, 15, 23, 2, 1
117, 1, 20, 24, 3, 1
106, 2, 17, 23, 2, 0
107, 1, 18, 23, 3, 0
124, -1, 18, 33, 4, 1
125, -1, 23, 34, 3, 1
104, -1, 14, 25, 1, 0
120, 2, 16, 32, 7, 0
112, 2, 20, 27, 3, 0
131, 1, 24, 28, 4, 1
117, -1, 20, 29, 5, 1
104, -1, 14, 26, 2, 1
122, 3, 21, 42, 4, 0
116, 1, 18, 33, 4, 0
121, 1, 24, 32, 3, 0
119, 2, 24, 25, 4, 1
130, 1, 26, 28, 5, 1
109, 1, 21, 23, 3, 0
115, 2, 24, 28, 2, 0
107, 3, 25, 20, 4, 0
136, -1, 24, 39, 4, 1
113, -2, 15, 31, 2, 1
106, -1, 11, 27, 2, 0
110, 2, 23, 22, 2, 1
119, 2, 22, 24, 2, 1
121, 2, 19, 30, 5, 1
120, -1, 26, 25, 2, 1
118, 2, 13, 30, 5, 0
105, -1, 23, 24, 1, 1
115, -1, 15, 30, 4, 1
112, 2, 20, 27, 3, 0
110, 2, 26, 25, 3, 0
120, 1, 20, 26, 2, 0
117, 1, 23, 29, 2, 0
102, 4, 17, 19, 5, 0
110, 1, 18, 25, 4, 1
108, -1, 14, 25, 2, 0
135, 3, 21, 40, 4, 0
115, 4, 19, 27, 3, 0
138, 1, 26, 35, 4, 0
118, 1, 25, 31, 3, 1
100, -2, 13, 25, 1, 0
116, -1, 21, 28, 2, 1
130, 2, 20, 33, 5, 1
