162, 3, 28, 53, 12, 3
136, 3, 19, 29, 11, 3
136, 3, 19, 29, 11, 3
122, 6, 23, 26, 12, 4
122, 6, 23, 26, 12, 4
152, 2, 22, 37, 11, 4
107, 6, 13, 22, 8, 0
107, 6, 13, 22, 8, 0
107, 6, 13, 22, 8, 0
124, 7, 21, 22, 11, 5
124, 7, 21, 22, 11, 5
133, 6, 20, 27, 16, 4
133, 6, 20, 27, 16, 4
130, 3, 28, 25, 3, 2
122, -2, 16, 21, 4, 4
122, -2, 16, 21, 4, 4
118, 4, 16, 27, 6, 1
118, 4, 16, 27, 6, 1
118, 4, 16, 27, 6, 1
110, 5, 15, 29, 7, 0
110, 5, 15, 29, 7, 0
126, 2, 13, 27, 8, 4
126, 2, 13, 27, 8, 4
122, 3, 17, 31, 7, 2
122, 3, 17, 31, 7, 2
113, 4, 16, 22, 6, 2
113, 4, 16, 22, 6, 2
122, 6, 23, 20, 7, 1
122, 6, 23, 20, 7, 1
132, 6, 23, 26, 11, 5
132, 6, 23, 26, 11, 5
106, 3, 15, 19, 7, 1
106, 3, 15, 19, 7, 1
141, 3, 25, 33, 8, 3
141, 3, 25, 33, 8, 3
126, 5, 23, 24, 8, 3
126, 5, 23, 24, 8, 3
138, 3, 23, 29, 8, 3
162, -1, 25, 55, 9, 4
162, -1, 25, 55, 9, 4
94, 4, 15, 16, 5, 0
94, 4, 15, 16, 5, 0
147, 3, 33, 30, 10, 4
147, 3, 33, 30, 10, 4
124, 4, 24, 23, 9, 2
124, 4, 24, 23, 9, 2
126, -1, 22, 19, 3, 6
126, -1, 22, 19, 3, 6
132, 2, 22, 32, 7, 2
132, 2, 22, 32, 7, 2
119, 3, 24, 28, 2, 1
108, 5, 20, 25, 6, 1
108, 5, 20, 25, 6, 1
108, 5, 20, 25, 6, 1
125, 2, 27, 23, 2, 1
125, 2, 27, 23, 2, 1
120, 6, 19, 26, 11, 4
120, 6, 19, 26, 11, 4
131, 3, 22, 33, 7, 3
131, 3, 22, 33, 7, 3
147, 4, 20, 29, 11, 3
125, 6, 24, 25, 9, 3
125, 6, 24, 25, 9, 3
119, 2, 18, 24, 5, 2
119, 2, 18, 24, 5, 2
126, 7, 26, 19, 10, 4
126, 7, 26, 19, 10, 4
141, 4, 23, 31, 10, 4
141, 4, 23, 31, 10, 4
124, -1, 21, 26, 3, 4
124, -1, 21, 26, 3, 4
135, 2, 25, 39, 8, 3
135, 2, 25, 39, 8, 3
136, 4, 24, 34, 9, 4
109, 3, 18, 19, 7, 2
109, 3, 18, 19, 7, 2
109, 3, 18, 19, 7, 2
135, 4, 27, 28, 7, 3
135, 4, 27, 28, 7, 3
126, 4, 17, 24, 13, 3
141, -1, 18, 52, 5, 1
141, -1, 18, 52, 5, 1
127, 4, 28, 20, 9, 5
127, 4, 28, 20, 9, 5
137, 2, 30, 27, 7, 4
137, 2, 30, 27, 7, 4
126, 4, 19, 38, 7, 1
126, 4, 19, 38, 7, 1
105, 5, 18, 25, 7, 0
105, 5, 18, 25, 7, 0
111, 4, 22, 25, 8, 2
111, 4, 22, 25, 8, 2
127, 3, 19, 25, 7, 2
127, 3, 19, 25, 7, 2
141, 5, 26, 27, 11, 5
141, 5, 26, 27, 11, 5
136, 1, 23, 27, 7, 6
136, 1, 23, 27, 7, 6
111, 6, 15, 23, 8, 1
111, 6, 15, 23, 8, 1
